ID;Name;Age;Gender;City;Country;CreditCard;FullAddress;UserSignUpDate;UserLastPurchaseDate;UserStatus;UserTotalPurchases;UserSegment;UserLocation;UserSourceType;UserLastLoginDate;UserPurchaseFrequency;ProductName;Category;Subcategory;Price;DatePurchase;Quantity;Rating;Comment
638;CHARLES CHAVEZ;0;F;LAKE CAROL;MICRONESIA;2421816808841205;865 Katherine Parkways Suite 833, Aprilfurt, AR 80700;2021-10-27;2023-07-12;Active;4;occasional shopper;NORTH PATRICIAVILLE;PAID ADS;2023-07-24;YEARLY;THE ART OF EDUCATIONAL;BOOKS;EDUCATIONAL;2;2020-11-04;2;1;Court detail what possible my exactly first.
639;MICHELLE WELLS;0;M;NEW MALLORYCHESTER;KENYA;2292799336312525;7469 Hess Trafficway, Seanberg, NV 07661;2023-01-03;2023-07-18;Active;7;frequent shopper;MATHEWSPORT;REFERRAL;2023-08-18;YEARLY;PANTSWEAR;CLOTHING;PANTS;20;2022-06-10;0;6;Company citizen opportunity culture particularly.
640;SAMANTHA JONES;0;M;MILLSCHESTER;MISMATCHED COUNTRY;5581988508719988;4373 John Knolls, Alexisport, TN 11667;2022-04-05;2023-03-11;Churned;15;high value;SOUTH CHRISTOPHER;PAID ADS;2023-03-18;YEARLY;UNKNOWN;GROCERY;BEVERAGES;70;2020-12-11;5;4;Central last describe parent somebody thing.
641;JEREMY WILSON;0;M;EAST KYLEMOUTH;MALAWI;2539510947925651;41137 Christopher Fort, North Stephaniemouth, PW 15999;2022-10-17;2022-12-20;Churned;2;occasional shopper;SALLYTON;PAID ADS;2023-03-31;YEARLY;BEVERAGESBURST;GROCERY;BEVERAGES;411;2022-12-24;7;4;Structure question try pretty build.
642;WANDA COOPER;34;M;EAST DEBORAHFURT;ARGENTINA;2720285171205679;23616 Kathryn Turnpike, Jacksonshire, FL 59628;2023-02-06;2023-04-30;Churned;13;high value;LAKE ASHLEY;ORGANIC SEARCH;2023-06-25;YEARLY;PROPANTS;CLOTHING;PANTS;202;2021-03-06;10;3;Big model test goal sport oil program.
643;GABRIELLA BARNETT;24;M;LAKE BRIANFORT;ETHIOPIA;2280862831538269;676 Jimenez Landing Apt. 041, Lake Kathy, MP 42946;2022-09-08;2022-12-16;Churned;6;frequent shopper;HIGGINSSHIRE;ORGANIC SEARCH;2023-04-26;YEARLY;COMFORTTABLE;FURNITURE;TABLE;30;2020-12-04;3;2;As oil debate.
644;ERIC DANIELS;92;F;BARNESVIEW;CHILE;2715740076241176;47776 Kathleen Place, Tracyfurt, GU 64244;2022-10-23;2023-06-24;Active;4;occasional shopper;ERICSIDE;PAID ADS;2023-06-27;YEARLY;THE ART OF EDUCATIONAL;BOOKS;EDUCATIONAL;28;2023-01-21;4;0;Happen our discuss face present forward television.
645;CALEB BISHOP;0;F;PAULVILLE;ANTARCTICA (THE TERRITORY SOUTH OF 60 DEG S);2392014839796466;818 Reeves Skyway, Lake Miashire, DC 33127;2021-11-11;2023-07-09;Active;1;occasional shopper;EAST JENNIFERSHIRE;PAID ADS;2023-08-23;YEARLY;MEGAPHONE;ELECTRONICS;PHONE;71;2020-10-11;3;4;Station culture major per summer meeting citizen.
646;JOHN THOMPSON DVM;77;M;WEST JACOB;BULGARIA;2709234899190099;7982 Jennifer Forest, Warrenmouth, MP 26319;2022-12-30;2023-02-18;Churned;9;frequent shopper;SOUTH NICHOLASBURY;ORGANIC SEARCH;2023-04-07;YEARLY;TABLEDELUXE;FURNITURE;TABLE;597;2021-11-10;4;1;I entire candidate president popular.
647;TYLER COMPTON;0;M;SHANNONBOROUGH;SVALBARD & JAN MAYEN ISLANDS;2720145334144613;496 Taylor Rest Suite 965, New Adrienne, RI 16658;2023-06-12;2023-07-30;Active;11;high value;DEBRATOWN;REFERRAL;2023-08-07;MONTHLY;ULTRASPEAKER;ELECTRONICS;SPEAKER;709;2022-01-29;2;1;Around apply will.
648;RYAN VASQUEZ;57;M;NORTH LUKEMOUTH;MADAGASCAR;5249793540551256;001 Smith Mill Apt. 174, Kellyside, WA 97967;2021-09-29;2023-07-11;Active;15;high value;LAKE KRISTINECHESTER;ORGANIC SEARCH;2023-08-05;YEARLY;VEGETABLESBURST;GROCERY;VEGETABLES;502;2020-09-11;5;4;Budget agreement quality.
649;SUE STEELE;0;M;HARRISHAVEN;UNITED STATES MINOR OUTLYING ISLANDS;5131930823749337;2267 Stephanie Trafficway Apt. 007, New Robert, AK 73498;2023-06-15;2023-07-04;Active;2;occasional shopper;ANNASHIRE;REFERRAL;2023-07-17;YEARLY;JACKETWEAR;CLOTHING;JACKET;79;2021-11-07;8;2;Source free close behavior car board chance.
650;JACKIE ANDERSON;89;F;BYRDBERG;HEARD ISLAND AND MCDONALD ISLANDS;2295483733364739;2193 John Shoals, Port Sandra, MO 13930;2022-11-22;2023-03-18;Churned;2;occasional shopper;MARTINEZSTAD;ORGANIC SEARCH;2023-07-09;YEARLY;SNACKSBURST;GROCERY;SNACKS;18;2022-06-18;4;6;Hard debate protect rate.
651;ALLISON HERNANDEZ;39;F;CARLTON;DJIBOUTI;2253162737745842;36706 Gary Track, Nicholsfurt, NC 01169;2022-04-21;2022-05-04;Churned;10;frequent shopper;SOUTH APRIL;ORGANIC SEARCH;2023-01-27;RARELY;COMFORTTABLE;FURNITURE;TABLE;486;2023-05-28;0;1;Why media rock grow scientist training dark.
652;SHELBY WILEY;81;M;NEW HENRYVIEW;HOLY SEE (VATICAN CITY STATE);5413729806054288;223 Green Burgs Apt. 641, New Brianburgh, KS 79229;2022-10-21;2022-11-15;Churned;6;frequent shopper;STEWARTSIDE;ORGANIC SEARCH;2023-04-15;YEARLY;COMFORTTABLE;FURNITURE;TABLE;78;2022-07-27;0;4;Skin ground throughout.
653;RENEE HENDERSON;0;F;PORT GREGORYBURY;ANDORRA;2720874264821763;7543 Smith Lane, Paulbury, OK 08260;2022-04-04;2022-05-24;Churned;5;occasional shopper;WEST DENISETOWN;ORGANIC SEARCH;2022-07-24;RARELY;JACKETFITS;CLOTHING;JACKET;532;2022-03-23;3;2;Line let five cold building power pattern.
654;ABIGAIL JONES;0;F;SOUTH CAITLYNSIDE;MONTENEGRO;2540224403949729;177 Casey Forges, Levychester, AL 62400;2021-12-27;2022-11-29;Churned;1;occasional shopper;SOUTH YOLANDA;ORGANIC SEARCH;2023-03-04;YEARLY;PROPANTS;CLOTHING;PANTS;7;2023-03-24;2;0;Dark business suddenly fire building leg office.
655;JUSTIN HARRIS;89;M;MCLAUGHLINBURGH;SEYCHELLES;2715158475632129;6199 Michael Spur, Joannshire, OR 19150;2022-05-17;2023-01-22;Churned;4;occasional shopper;VERONICASIDE;REFERRAL;2023-08-10;YEARLY;THE ART OF EDUCATIONAL;BOOKS;EDUCATIONAL;93;2020-12-26;9;4;Effect short including environment four.
656;ANDREW CRAIG;0;M;TARATON;MICRONESIA;2257081463901997;79809 Martin Landing Suite 749, Kristenberg, FM 73100;2022-10-15;2022-12-06;Churned;10;frequent shopper;ONEILLPORT;REFERRAL;2023-03-08;YEARLY;THE ART OF EDUCATIONAL;BOOKS;EDUCATIONAL;933;2021-09-28;7;0;Until firm coach sense.
657;TROY CARTER;39;M;CHANDLERPORT;VIETNAM;5369539662600361;Unit 6761 Box 8975, DPO AA 61543;2022-07-08;2023-03-09;Churned;14;high value;SOUTH MICHELLESIDE;PAID ADS;2023-08-02;YEARLY;FRESHBEVERAGES;GROCERY;BEVERAGES;970;2023-08-02;5;1;Sea sea five operation.
658;KRISTEN KELLY;0;M;LAKE TARAVIEW;EQUATORIAL GUINEA;2282106353137516;83226 Anderson Fort Apt. 858, Wendyside, CO 78204;2023-01-31;2023-07-30;Active;10;frequent shopper;JACKSONFORT;REFERRAL;2023-08-04;MONTHLY;PHONEPRO;ELECTRONICS;PHONE;184;2021-03-31;8;1;Ahead along boy page raise.
659;LEAH MURILLO;0;M;EAST MATHEW;COOK ISLANDS;2221493950043428;1344 Gomez View Suite 879, Ryanbury, OK 50867;2023-08-15;2023-08-18;Active;10;frequent shopper;NEW MASON;REFERRAL;2023-08-22;MONTHLY;VEGETABLESBURST;GROCERY;VEGETABLES;45;2022-01-25;0;5;Rest responsibility white specific job way.
660;EMILY MARTINEZ;0;M;LAKE DAVID;BENIN;2386073740188484;12704 Neal Orchard Suite 234, Lopezton, MP 48259;2022-09-18;2023-06-25;Active;5;occasional shopper;EAST KYLECHESTER;PAID ADS;2023-07-31;YEARLY;UNKNOWN;GROCERY;BEVERAGES;140;2021-11-07;7;4;Check land theory particular accept.
661;MR. MICHAEL WELCH II;79;M;WEST JONATHAN;MOZAMBIQUE;2582849475095842;PSC 9886, Box 2639, APO AP 12960;2021-10-10;2022-11-12;Churned;2;occasional shopper;NEW MARK;PAID ADS;2022-12-20;YEARLY;TASTYVEGETABLES;GROCERY;VEGETABLES;398;2022-06-08;4;2;Husband situation new call fly.
662;MELISSA LEE;94;M;PORT JAMES;FINLAND;2480334502726282;56095 Nicholas Unions Suite 213, Haleymouth, SC 59836;2022-08-29;2023-04-14;Churned;6;frequent shopper;LAKE PAUL;ORGANIC SEARCH;2023-08-04;YEARLY;SOFAPLUS;FURNITURE;SOFA;604;2023-01-02;1;6;Low exactly before threat difficult.
663;DAVID BRADY;0;F;NEW STEVE;FRENCH SOUTHERN TERRITORIES;2720369670928146;9236 Jennifer Wells, East Roger, IA 33554;2022-05-11;2023-01-20;Churned;2;occasional shopper;EAST ROY;ORGANIC SEARCH;2023-07-03;YEARLY;PROSHIRT;CLOTHING;SHIRT;418;2023-02-02;1;4;Society beat magazine yet alone.
664;DEBBIE NGUYEN;0;M;PORT LORIBOROUGH;UNITED STATES VIRGIN ISLANDS;2271107948722542;587 Hayden Stravenue, North Julieview, LA 47143;2022-09-13;2023-05-13;Churned;5;occasional shopper;CAREYFURT;PAID ADS;2023-07-08;YEARLY;SOFADELUXE;FURNITURE;SOFA;703;2022-12-23;5;4;Impact attention sound.
665;MITCHELL KNAPP;0;M;LEEFORT;BAHRAIN;5113122072168219;3240 Mclaughlin Mountains Apt. 644, Port Joseph, MD 89685;2022-11-05;2022-12-23;Churned;12;high value;WEST KEVIN;ORGANIC SEARCH;2023-01-06;YEARLY;FICTIONTALES;BOOKS;FICTION;6;2023-05-23;1;3;Better building act third democratic of.
666;KAREN GRIFFIN;0;M;MICHELLELAND;LEBANON;2515318913563722;PSC 2320, Box 9168, APO AE 31272;2022-10-25;2023-04-29;Churned;14;high value;WEST ALEXIS;ORGANIC SEARCH;2023-04-29;YEARLY;SPEAKERMASTER;ELECTRONICS;SPEAKER;371;2021-06-10;10;3;Where five smile bad space fear area successful.
667;SARAH MANN;0;F;SOUTH LISA;TUNISIA;2246570941091755;392 Daniel Park Suite 849, West Paula, OR 20800;2022-04-02;2022-07-24;Churned;10;frequent shopper;CARROLLLAND;REFERRAL;2022-10-27;RARELY;SPEAKERPRO;ELECTRONICS;SPEAKER;23;2021-01-23;3;5;Remember second today spring second entire.
668;ANDREW JONES;41;F;NEW MARY;TAJIKISTAN;5453752380211752;16964 Robertson Locks, Hendersonview, UT 93926;2023-02-21;2023-03-20;Churned;1;occasional shopper;MCKENZIETOWN;PAID ADS;2023-08-21;YEARLY;THE ART OF FICTION;BOOKS;FICTION;274;2022-06-02;1;3;Mission southern almost other prepare politics player.
669;SARAH BUCKLEY;49;M;PORT NATASHA;MOZAMBIQUE;2519239938242082;84647 Rios Isle Apt. 761, North Jefftown, LA 73996;2021-11-03;2022-08-16;Churned;10;frequent shopper;DELGADOFORT;ORGANIC SEARCH;2023-07-11;RARELY;PROPANTS;CLOTHING;PANTS;32;2021-11-19;1;0;Throw modern situation trade common how it.
670;THOMAS WOODWARD;0;F;NORTH MATHEW;PALESTINIAN TERRITORY;5180601427194549;6651 Wesley Vista Suite 398, South Preston, MN 04365;2023-01-06;2023-03-01;Churned;3;occasional shopper;WEST JUAN;ORGANIC SEARCH;2023-06-15;YEARLY;COMFORTTABLE;FURNITURE;TABLE;65;2021-01-20;9;0;Piece region own.
671;TROY CLARK;52;M;CUMMINGSMOUTH;NAURU;2242877603047767;5854 Nicole Loaf, Tylershire, CO 44581;2022-10-25;2023-04-04;Churned;3;occasional shopper;PORT GABRIEL;REFERRAL;2023-07-22;YEARLY;NON-FICTIONGUIDE;BOOKS;NON-FICTION;722;2021-02-05;4;1;Which particularly risk language response trip.
672;CHRISTINE GOMEZ;16;M;DOUGHERTYPORT;NEPAL;2720949074214480;9833 Justin Common, Lake James, MN 30038;2023-03-20;2023-07-16;Active;6;frequent shopper;MCCOYCHESTER;REFERRAL;2023-07-19;YEARLY;THE ART OF FICTION;BOOKS;FICTION;881;2021-06-30;0;5;Art improve expert.
673;LAURA RANDOLPH;0;M;LAKE JOHN;FALKLAND ISLANDS (MALVINAS);2326264416949266;138 Burch View, Port Rebeccaville, GA 97978;2022-06-21;2023-04-26;Churned;13;high value;WEST RACHEL;ORGANIC SEARCH;2023-05-27;YEARLY;TASTYBEVERAGES;GROCERY;BEVERAGES;78;2023-07-31;4;0;Year leg company other for she financial.
674;MARIE DUFFY;0;M;PORT ELIZABETH;BOLIVIA;2247067330991322;876 Edward Springs, Darrellhaven, ND 40153;2022-05-25;2023-05-15;Churned;7;frequent shopper;PORT ERICA;PAID ADS;2023-06-28;YEARLY;FRESHBEVERAGES;GROCERY;BEVERAGES;65;2021-11-27;0;1;Seem fire role information.
675;MICHAEL HERNANDEZ;0;F;EAST CESAR;NEPAL;2290293059644704;63244 Crystal Forges, Riosview, NJ 66374;2022-07-29;2022-11-08;Churned;14;high value;ALEXANDRAVIEW;REFERRAL;2022-11-22;YEARLY;THE ART OF FICTION;BOOKS;FICTION;100;2023-03-09;2;2;Above what size listen.
676;PAIGE MORRISON;40;F;EAST JOHN;SAN MARINO;2231998548107046;2762 Karen Manors, Millerchester, KS 16281;2022-09-26;2023-02-01;Churned;15;high value;WEST DONNASTAD;REFERRAL;2023-08-06;YEARLY;EDUCATIONALGUIDE;BOOKS;EDUCATIONAL;98;2020-09-10;0;0;Physical military approach Democrat beat year accept go.
677;GEORGE PATRICK;0;F;WEST JOSEMOUTH;UNITED STATES OF AMERICA;5572298557686414;91080 Summer Fall, South Jacqueline, FL 85996;2022-08-01;2023-05-09;Churned;2;occasional shopper;WEST MICHAEL;PAID ADS;2023-07-26;YEARLY;PANTSWEAR;CLOTHING;PANTS;45;2020-11-13;1;2;Team item star.
678;STEPHANIE REYES;0;M;TIMOTHYFURT;MOROCCO;5526823980684434;PSC 2062, Box 9755, APO AA 07663;2022-01-26;2022-07-10;Churned;8;frequent shopper;NEW RYANBURY;PAID ADS;2022-09-15;RARELY;TABLEDELUXE;FURNITURE;TABLE;156;2022-06-13;1;6;Sit some Congress song benefit raise where.
679;JESSICA NELSON;0;F;SANCHEZMOUTH;YEMEN;2282680882280278;55368 Everett Pike, Mortonstad, PA 35001;2021-08-30;2022-02-06;Churned;12;high value;WEST LINDA;PAID ADS;2022-12-06;RARELY;TABLEPLUS;FURNITURE;TABLE;94;2022-10-24;3;2;You third attention adult how receive president let.
680;RICARDO WEBER;44;M;WEST CHERYLBURGH;MISMATCHED COUNTRY;5279642683877791;5370 Donna Field, Toddberg, MO 04544;2021-11-02;2021-11-10;Churned;5;occasional shopper;EAST JENNIFER;ORGANIC SEARCH;2023-08-06;RARELY;UNKNOWN;CLOTHING;JACKET;745;2020-12-25;5;4;Night sure organization director two member five.
681;BRIAN JAMES;14;M;PORT REBECCAHAVEN;AMERICAN SAMOA;2720818579358110;5060 James Mountains, Norrisstad, GA 75224;2022-08-01;2022-09-14;Churned;8;frequent shopper;DANIELSHAVEN;PAID ADS;2022-09-19;YEARLY;FRESHSNACKS;GROCERY;SNACKS;34;2020-11-04;9;6;Community want financial explain job control choice.
682;ELLEN HUTCHINSON;0;M;PORT BRANDONSTAD;GERMANY;2710756680999137;3995 Vazquez Coves Suite 427, New Samueltown, ND 42601;2022-09-18;2023-02-17;Churned;2;occasional shopper;LAKE ANGELA;ORGANIC SEARCH;2023-08-24;YEARLY;SHIRTFITS;CLOTHING;SHIRT;74;2022-09-04;1;0;Same operation daughter authority four.
683;DEREK YOUNG;0;M;PEREZHAVEN;AFGHANISTAN;2250198839329351;5657 Booker Plaza, Ricefurt, TX 47794;2022-06-20;2022-09-26;Churned;12;high value;SHERRYSHIRE;ORGANIC SEARCH;2023-05-31;YEARLY;TABLEDELUXE;FURNITURE;TABLE;68;2021-01-26;3;4;Local nor medical draw some weight.
684;MICHAEL SANCHEZ;0;F;BRIANNATON;PORTUGAL;2272367583185566;026 Deborah Brook Apt. 084, East Kimberly, TX 65153;2023-07-18;2023-08-11;Active;10;frequent shopper;SOUTH TYLER;REFERRAL;2023-08-14;MONTHLY;JACKETWEAR;CLOTHING;JACKET;60;2022-11-10;2;3;Once safe around listen use worry.
685;KATHLEEN FLOWERS;63;F;MARTINEZPORT;NIGERIA;2440891768190809;9719 Harris Prairie, Lake Carla, WV 66901;2023-08-02;2023-08-07;Active;6;frequent shopper;LUCASTON;REFERRAL;2023-08-10;MONTHLY;PHONEMASTER;ELECTRONICS;PHONE;34;2022-01-03;8;1;Others dream event.
686;JESSICA WILLIAMS;97;F;NEW ANTHONY;LIECHTENSTEIN;2372946793447053;28430 Aaron Stream Suite 564, Stevenstad, RI 28670;2022-06-17;2022-11-21;Churned;11;high value;PORT SUZANNE;ORGANIC SEARCH;2022-12-15;YEARLY;NON-FICTIONGUIDE;BOOKS;NON-FICTION;944;2021-01-27;1;5;Half ask few certainly.
687;JOSEPH FLORES;0;F;NEW ROBERT;BRAZIL;2312799799301706;320 Angela Forges Suite 943, Russelltown, MA 49320;2023-05-25;2023-08-13;Active;15;high value;WILSONPORT;PAID ADS;2023-08-15;MONTHLY;PROSHIRT;CLOTHING;SHIRT;283;2023-02-12;2;3;Lose serious ten ball dark drive art.
688;TRAVIS SCHULTZ;66;M;NEW MELODYPORT;NAURU;2252207003367507;USNS Hall, FPO AP 60696;2022-08-08;2023-06-20;Active;15;high value;PORT AUDREY;ORGANIC SEARCH;2023-08-08;YEARLY;TASTYBEVERAGES;GROCERY;BEVERAGES;23;2021-03-14;9;5;Home available however book.
689;HOLLY EVANS;91;F;CLARKMOUTH;TOGO;2410368399564716;724 Lisa Ports, Stevenborough, UT 49232;2022-11-24;2023-01-18;Churned;12;high value;WEST HENRY;REFERRAL;2023-05-26;YEARLY;SNACKSBURST;GROCERY;SNACKS;86;2020-12-19;3;0;See upon star stuff perform crime.
690;ALYSSA LONG;0;F;LAKE STEVENTON;CZECH REPUBLIC;2232575380827565;14073 Wyatt Pines Suite 499, North Thomashaven, SC 90939;2021-10-18;2023-07-25;Active;9;frequent shopper;PATELMOUTH;PAID ADS;2023-08-12;YEARLY;VEGETABLESPRO;GROCERY;VEGETABLES;779;2021-05-14;5;3;Pattern section drive teach.
691;TAMARA WALLACE;0;F;NEW TINA;ANGOLA;2256008698945052;Unit 8083 Box 6734, DPO AE 49851;2022-07-15;2023-05-28;Churned;3;occasional shopper;NEW TIFFANYBURGH;REFERRAL;2023-06-04;YEARLY;TABLEPLUS;FURNITURE;TABLE;8;2021-03-17;3;4;Current free perhaps like treat finish capital his.
692;WILLIAM RITTER;0;F;NORTH EMILYMOUTH;SINGAPORE;2298664336138466;83683 Jessica Flat Suite 545, Port Ian, MI 25639;2022-08-17;2023-08-24;Active;15;high value;WAYNETOWN;ORGANIC SEARCH;2023-08-25;MONTHLY;LAPTOPPRO;ELECTRONICS;LAPTOP;377;2023-07-01;7;6;Central skill financial on.
693;DOUGLAS TURNER;73;M;SOUTH KRISTOPHER;MOROCCO;2290514241475479;815 Johnson Route Suite 947, Haneyfurt, NC 25480;2021-12-30;2023-04-30;Churned;10;frequent shopper;NEW MICHELLE;REFERRAL;2023-08-05;YEARLY;COMFORTSOFA;FURNITURE;SOFA;299;2023-03-13;5;4;Cell television agreement.
694;NATALIE DANIEL;0;M;BROWNVIEW;DOMINICA;2245819653312326;PSC 5112, Box 8186, APO AA 90626;2021-10-11;2023-05-09;Churned;11;high value;MARTINBOROUGH;REFERRAL;2023-05-25;YEARLY;PHONEPRO;ELECTRONICS;PHONE;23;2023-02-02;5;2;Customer room doctor matter.
695;SCOTT GOODMAN;0;M;JESSICABOROUGH;UNITED STATES OF AMERICA;2268059755061305;15918 Barrera Cove, Colemanstad, WY 29657;2022-03-12;2023-03-27;Churned;9;frequent shopper;MOORECHESTER;PAID ADS;2023-05-14;YEARLY;COMFORTCHAIR;FURNITURE;CHAIR;314;2023-08-15;5;1;Increase home ask with bag.
696;JONATHAN CABRERA;99;M;PORT ELIZABETH;JAPAN;2709703279666639;27532 Greene Crossroad Suite 294, West Toddview, IN 33001;2022-02-19;2022-10-12;Churned;2;occasional shopper;COURTNEYMOUTH;REFERRAL;2022-11-02;YEARLY;ULTRALAPTOP;ELECTRONICS;LAPTOP;66;2023-02-07;0;3;Thing manage since allow.
697;KATHLEEN HICKS;0;M;PETERSONMOUTH;CAMEROON;2611609242013048;54763 John Locks Apt. 671, Robertbury, TN 63818;2022-12-29;2023-08-21;Active;15;high value;REGINAVILLE;ORGANIC SEARCH;2023-08-21;MONTHLY;COMFORTCHAIR;FURNITURE;CHAIR;87;2021-03-05;8;1;Run occur season contain.
698;LISA HILL;0;F;PORT LINDSEY;ETHIOPIA;5450886465148225;60920 Laura Mount, Deanport, HI 62136;2022-10-07;2022-12-30;Churned;15;high value;CHRISLAND;REFERRAL;2023-06-12;YEARLY;PROSHIRT;CLOTHING;SHIRT;16;2023-06-08;2;1;Any table support medical.
699;CHRISTINA THOMAS;0;M;EAST CHRISTOPHER;SYRIAN ARAB REPUBLIC;2271892377514177;582 Kim Plain Suite 078, North Brandonberg, CO 36914;2022-10-26;2023-03-31;Churned;6;frequent shopper;EAST HOLLYPORT;REFERRAL;2023-07-30;YEARLY;FRESHVEGETABLES;GROCERY;VEGETABLES;21;2023-01-03;9;0;Together various common face worker strategy close.
700;CHARLES HARRISON;0;F;SOUTH CRAIG;GUATEMALA;2323175724840687;33219 Joel Skyway Apt. 342, Devinfort, MP 91405;2021-11-12;2022-11-15;Churned;2;occasional shopper;GAMBLETOWN;REFERRAL;2022-11-17;YEARLY;UNKNOWN;FURNITURE;TABLE;61;2021-08-25;3;3;Expect human company build trade.
701;JENNIFER PATTERSON;0;M;WEST ANTHONY;BURKINA FASO;5391524117306873;7594 Kevin Shoals, Davisshire, IL 11488;2021-10-15;2022-01-14;Churned;5;occasional shopper;CRAWFORDTON;REFERRAL;2022-05-22;RARELY;FRESHSNACKS;GROCERY;SNACKS;374;2023-08-14;0;0;Big while quite range image sometimes.
702;ANNETTE GLOVER;0;F;SOUTH LUIS;SAINT KITTS AND NEVIS;5259014439529601;93924 Myers Drive, Port Richard, NM 81760;2021-10-05;2022-04-09;Churned;1;occasional shopper;NEW KIMBERLY;ORGANIC SEARCH;2023-05-23;RARELY;SHIRTWEAR;CLOTHING;SHIRT;40;2023-05-09;4;4;Address red player reflect.
703;ERIC DIAZ;0;F;NORTH SHERYLVILLE;SVALBARD & JAN MAYEN ISLANDS;2245970583090274;03735 Mike Wells, Jordanside, MD 24812;2021-09-02;2022-05-14;Churned;5;occasional shopper;WEST JILL;ORGANIC SEARCH;2023-05-05;RARELY;THE ART OF FICTION;BOOKS;FICTION;632;2022-12-17;4;0;Result senior above ever eat air.
704;JENNIFER STEVENS;0;F;EAST KELLYMOUTH;SLOVAKIA (SLOVAK REPUBLIC);2245020223864421;81030 Gibson Common, Port Jodimouth, VI 13360;2023-01-11;2023-01-12;Churned;7;frequent shopper;SHARONSHIRE;ORGANIC SEARCH;2023-05-20;YEARLY;LAPTOPMASTER;ELECTRONICS;LAPTOP;93;2020-10-28;1;4;One news prepare successful add power why out.
705;MEREDITH RICHARDSON;0;M;SALASBURY;AUSTRIA;5252161135449340;91382 Larry Cliff, West Nathanshire, AK 11007;2023-01-21;2023-04-17;Churned;10;frequent shopper;REBECCAFURT;ORGANIC SEARCH;2023-04-28;YEARLY;FICTIONTALES;BOOKS;FICTION;728;2021-11-11;5;1;Ten quality act.
706;RUBEN GARCIA;0;F;BRYANTHAVEN;TANZANIA;5534364796327561;301 Steven Knolls Suite 429, Gabrielstad, MA 54130;2022-09-08;2023-01-20;Churned;6;frequent shopper;JOHNBERG;PAID ADS;2023-07-06;YEARLY;SNACKSBURST;GROCERY;SNACKS;863;2023-03-02;8;1;Without need serve may.
707;DAVID ROSE;0;F;SOUTH ROBERT;ANTARCTICA (THE TERRITORY SOUTH OF 60 DEG S);5551309266925624;12297 Black Hills, North Joshuatown, AZ 95319;2022-09-03;2023-05-27;Churned;14;high value;JOHNPORT;ORGANIC SEARCH;2023-07-14;YEARLY;FICTIONGUIDE;BOOKS;FICTION;594;2020-12-01;1;4;Individual require challenge less firm cold space this.
708;MRS. MARTHA GONZALEZ;30;F;EAST LESLIECHESTER;JERSEY;2223165691690174;71202 Stewart Port Apt. 360, South Donnaport, OH 45677;2022-10-27;2023-05-10;Churned;2;occasional shopper;NORTH CHARLES;ORGANIC SEARCH;2023-06-09;YEARLY;COMFORTTABLE;FURNITURE;TABLE;504;2020-12-30;2;4;Benefit give charge message surface.
709;CINDY WELLS;61;M;PORT CARLA;NORFOLK ISLAND;2705543753524811;Unit 7552 Box 4265, DPO AP 37113;2023-08-25;2023-08-25;Active;7;frequent shopper;PORT MITCHELLSTAD;ORGANIC SEARCH;2023-08-25;MONTHLY;FRESHBEVERAGES;GROCERY;BEVERAGES;25;2022-05-07;3;1;Arm again suffer power.
710;DUSTIN KLEIN;0;M;LAKE VALERIE;GAMBIA;2278384393840441;6303 Melton Junctions Apt. 967, Maryhaven, PW 53315;2022-11-18;2023-03-11;Churned;6;frequent shopper;RILEYVILLE;REFERRAL;2023-03-28;YEARLY;ULTRASPEAKER;ELECTRONICS;SPEAKER;867;2022-06-06;10;0;Car air participant her project.
711;KENNETH PATTON MD;0;M;ANGELBURGH;LUXEMBOURG;5315447426278364;96486 Stewart Creek, Gibbsport, MA 46702;2022-11-13;2022-11-30;Churned;11;high value;CHRISTINABOROUGH;PAID ADS;2023-08-09;YEARLY;FRESHBEVERAGES;GROCERY;BEVERAGES;471;2021-08-27;0;0;Address night yes stuff remain just.
712;KEVIN HOUSE;0;M;NORTH EMILY;LIECHTENSTEIN;2707680697419951;9559 Paul Court, Port Melissaview, WI 80851;2021-11-17;2023-07-24;Active;13;high value;EDWARDSFORT;REFERRAL;2023-08-21;YEARLY;MEGALAPTOP;ELECTRONICS;LAPTOP;204;2021-04-06;6;4;Receive wife suffer step most.
713;BARRY HERNANDEZ;0;F;PORT KATIE;MADAGASCAR;2575229919769360;49833 Erika Passage Apt. 003, Lopezland, ID 76686;2022-11-06;2023-05-04;Churned;2;occasional shopper;WEST JOAN;REFERRAL;2023-06-22;YEARLY;MEGALAPTOP;ELECTRONICS;LAPTOP;345;2023-07-28;2;1;Lead senior late executive.
714;MRS. MICHELE PERKINS;0;M;MOORETON;FAROE ISLANDS;5456695161748517;3916 Bridget Camp, Bentonborough, MT 52139;2021-12-18;2023-03-21;Churned;15;high value;STONEFURT;ORGANIC SEARCH;2023-04-17;YEARLY;COMFORTTABLE;FURNITURE;TABLE;312;2022-01-17;4;4;Others though physical learn home determine dinner.
715;KATHLEEN GIBBS;0;M;KINGBURGH;BHUTAN;2229099236138205;PSC 2286, Box 5469, APO AP 82607;2021-11-11;2022-09-30;Churned;13;high value;NEW KATHYBOROUGH;PAID ADS;2023-04-20;YEARLY;PROPANTS;CLOTHING;PANTS;752;2020-09-16;2;1;Car trade window charge.
